"course_id","hp","descr"
"917G29",30.0,"Ledarskap. upplevelseproduktion och utomhuspedagogik med inriktning mot natur- och kulturvägledning"
"NMAD13",4.5,"Allmän topologi"
"NMAD12",7.5,"Algebraisk geometri"
"TGTU23",3.0,"Miljökunskap"
"LLPB19",15.0,"Naturvetenskap 3"
"LLPB18",15.0,"Matematik 4"
"TGTU27",7.5,"Nordic Culture"
"TGTU24",6.0,"Retorik"
"LLPB13",15.0,"Historia 21 Fördjupningskurs"
"LLPB12",15.0,"Den fortsatta skriftspråkliga och matematiska utvecklingen"
"LLPB11",15.0,"Att grundlägga färdigheter i svenska och matematik"
"TGTU29",4.0,"Människa och teknik på arbetsplatsen"
"LLPB17",15.0,"Matematik 3"
"LLPB16",15.0,"Analytisk kemi A och verksamhetsförlagd utbildning"
"LLPB15",15.0,"Organisk kemi och biokemi"
"LLPB14",15.0,"Historia 22 Uppsatskurs"
"TFYY55",6.0,"Fysik TB"
"TFYY54",6.0,"Nanofysik"
"TFYY57",6.0,"Relativitetsteori"
"TFYY56",4.5,"Kvantdatorer"
"TMKT95",6.0,"CAD"
"TMKT94",6.0,"Ingenjören och CAD-verktyget"
"TMKT97",6.0,"Produktergonomi"
"TMKT96",6.0,"Produktvisualisering"
"TMKT99",2.0,"Integrerad produktutveckling - teorikurs"
"TMKT98",12.0,"Introduktion till design och produktutveckling"
"LKDB17",7.5,"Matematikdidaktik (Del II) Matematikundervisning - intentioner. process och reflektion"
"759A11",7.5,"Hälsa/ohälsa i arbetslivet"
"LPNA18",7.5,"Vågrörelse och termodynamik (31-35 p)"
"LPNA19",7.5,"Modern fysik (36-40 p)"
"729A69",5.0,"Aktuell kognitionsvetenskaplig forskning 1"
"729A68",6.0,"Evolutionär kognition"
"LPNA12",15.0,"En förskola och skola för alla"
"LPNA13",15.0,"Analytisk kemi"
"LPNA10",15.0,"Naturvetenskap 2"
"LPNA11",30.0,"Naturvetenskapliga upptäckter och förståelser av omvärlden"
"LPNA16",7.5,"Mekanik (21-25 p)"
"LPNA17",7.5,"Ellära (26-30p)"
"LPNA14",15.0,"Biologi 2L"
"LPNA15",15.0,"Biologi 3L"
"729A04",7.5,"Interaktionsdesign teorier och metoder"
"9KE351",15.0,"Allmän kemi (1-15 hp)"
"HKTA05",7.5,"Kommunikation. kognition och lärande"
"HKTA06",7.5,"Retorik"
"HKTA07",7.5,"Kommunikation. kognition och lärande"
"TNG032",6.0,"Tillämpad transformteori"
"TNG033",6.0,"Programmering i C++"
"TD1074",5.0,"Program Analysis"
"TD1070",7.5,"Intelligent User Interfaces"
"LSNVC1",15.0,"Yttre system (41-50)"
"TD1072",6.0,"System and Application Security"
"FPE716",15.0,"Uppsats"
"L7AA25",7.5,"Geografi"
"L7AA24",22.5,"Idrott tillval"
"L7AA21",15.0,"Naturorienterande ämnen 2"
"L7AA20",15.0,"Läraren och färdighetsträningen. åk 1-7"
"L7AA23",22.5,"Bild tillval"
"9FSA41",15.0,"Examensarbete inom praktisk filosofi (76-90hp)"
"HPPB42",9.0,"Att arbeta med grupper - utveckling och konflikter"
"HPSA20",7.5,"Grupperspektiv på konsultation och handledning"
"TNE019",4.5,"Mikrodatorer"
"XHKV02",7.5,"Jämställdhet i arbetslivet - teori och praktik"
"HPSA22",7.5,"Ledning och konsultaion vid organisationsutveckling"
"HPSA23",15.0,"Introduktion till Psykologprogrammet för invandrade psykologer"
"ÖMBMAS",7.5,"Methods and Applications in Structural Biology. D-nivå"
"9SP311",30.0,"Spanska (1-30 hp)"
"ETE303",7.5,"Entreprenöriell affärsutveckling"
"LOG602",12.0,"Fysiologiska och akustiska aspekter på röststörning"
"712G28",7.5,"Franska språket - grammatik. fonetik och uttal"
"NBID18",30.0,"Fördjupningskurs i biologi"
"LOG601",18.0,"Röststörningar hos barn och vuxna. grundläggande teori"
"HGGA05",30.0,"Globalisering och samhällsutveckling"
"HGGA04",15.0,"Globala resurs- och materialflöden"
"HGGA06",15.0,"De geografiska upptäckterna"
"712G21",9.0,"Kommunicera på franska 2"
"712G20",10.0,"Kommunicera på franska 1"
"712G23",7.5,"Fransk litteratur och text"
"712G22",7.5,"Français Att kommunicera på franska"
"712G25",7.5,"Franska som främmande språk med inriktning mot juridik"
"NBID17",15.0,"Genteknik och bioinformatik"
"712G27",7.5,"Fransk grammatik. preparandkurs"
"712G26",12.0,"Kommunicera på franska 4"
"TNE010",4.5,"Metoder och processer vid elektronikproduktion"
"HSISA1",15.0,"Möten i socialt arbete"
"TMTS04",9.0,"Hantverk och konservering"
"HPAA01",30.0,"Strategiskt personalarbete 1"
"TMIA50",18.0,"Projektkurs Ergonomi och Design"
"TMIA51",15.0,"Ergonomidesign - projektkurs"
"TNM087",6.0,"Bildbehandling och bildanalys"
"TNE013",6.0,"Metoder och processer vid elektronikproduktion"
"8LOG11",30.0,"Människans livscykel I"
"910G02",30.0,"Svenska som andraspråk 1"
"9SH211",15.0,"Svenska samhällsförhållanden 1 (1-15hp)"
"TNE015",7.5,"Industriell produktion"
"960L04",15.0,"Matematikdidaktik för lärare i grundskolan. 1-6. Ingår i Lärarfortbildningen"
"HHSD10",6.0,"Bioethics and Biotechnology in a Global Context II"
"HHSD11",6.0,"Complementary Medicine and Society I"
"HHSD12",6.0,"Complementary Medicine and Society II"
"HHSD13",6.0,"Health and Social Change II"
"TNKA04",4.0,"Kommunikation"
"HHSD18",6.0,"Individual In-depth Course II"
"HHSD19",6.0,"Individual In-depth Course III"
"THEN13",4.5,"Engelska"
"9KEA21",15.0,"Biokemi och analytisk kemi (76-90hp)"
"NFYA27",2.0,"Fysikaliska beräkningar"
"TNKA06",4.0,"Manus. storytelling och copy"
"ETE306",8.0,"Diskret matematik"
"NFYA29",4.0,"Fysikaliska principer"
"ETE309",6.0,"Energy Trading"
"715G09",15.0,"Kommunicera på tyska III"
"760G06",30.0,"Hälsofrämjande organisationer. grundkurs"
"HSTA08",7.5,"Surveymetodik"
"HSTA09",7.5,"Regressions- och tidsserieanalys"
"MPEL01",7.5,"Problem-Based Learning. Ethics and Laboratory Practice"
"HSTA01",30.0,"Statistik 1"
"HSTA04",15.0,"Statistik 1. del 1"
"HSTA06",15.0,"Statistik I"
"HPEB21",15.0,"Arbetslivets pedagogik I: Utbildning och lärande i arbetslivet"
"HPEB23",15.0,"Pedagogiskt ledarskap och lärande i organisation"
"HPEB22",15.0,"Arbetslivets pedagogik II: Organisation och förändringsarbete"
"HPEB25",15.0,"Utvärdering för verksamhetsutveckling"
"TANA60",4.0,"Numerisk lösning av partiella differentialekvationer"
"HPEB27",15.0,"Genusrelationer i pedagogiska processer"
"9TV361",15.0,"Forskningsmetodik och vetenskapsteori"
"HPEB29",15.0,"Genus i utbildning och arbetsliv"
"HPEB28",30.0,"Pedagogik 2"
"TDDD56",6.0,"Multicore- och GPU-Programmering"
"BMN115",6.0,"Matematik fördjupningsdel för tekniskt/naturvetenskapligt"
"92FS21",15.0,"Filosofi (16-30hp)"
"LSFYA4",15.0,"Fysik (11-20)"
"LSFYA1",15.0,"Klassisk mekanik och värmelära (1-10)"
"LSFYA3",15.0,"Fysik (1-10)"
"LSFYA2",15.0,"Vågfysik och elektromagnetism  (11-20)"
"TKMJ28",6.0,"Management Systems and Sustainability"
"TKMJ29",6.0,"Resource Efficient Products"
"TKMJ22",12.0,"Miljöteknisk systemanalys - projektkurs"
"TKMJ23",4.0,"Frontiers of Environmental Technology"
"TKMJ20",4.5,"Miljöanpassning av produkter"
"TKMJ21",4.0,"Miljökunskap"
"TKMJ26",4.5,"Miljöteknik vid elektronikproduktion"
"TMKM55",6.0,"Konstruktionsmaterial"
"TKMJ24",6.0,"Miljöteknik"
"HVAA02",7.5,"Miljöhistoria II: Moderna naturfilosofier"
"HVAA03",15.0,"Miljöhistoria III: Naturkonflikter och miljöpolitik"
"HVAA01",7.5,"Miljöhistoria I: Miljövetenskap i historisk belysning"
"92HI37",7.5,"Historia (31-45hp)"
"FSK007",30.0,"Statsvetenskap 1"
"92HI31",7.5,"Historia (31-37.5hp)"
"LSUPA1",30.0,"Uterummet som lärandemiljö (1-20)"
"9SVA51",15.0,"Specialisering Svenska. Svenska språket (106-120 hp)"
"TXM007",9.0,"Produktionsteknik.6p"
"HRVC36",15.0,"Religionsvetenskap C - Bibelvetenskap. uppsats Nya Testamentet"
"790A03",15.0,"Genus och religion. avancerad nivå"
"HNSB07",10.5,"Individen i samhället"
"XPEA15",7.5,"Ledarskap i studiecirklar med IKT-stöd"
"918G15",7.5,"Forumteater och värderingsövningar"
"918G16",7.5,"Musik som specialpedagogiskt verktyg"
"918G17",7.5,"Musikteater och teatermusik"
"918G10",7.5,"Musiskt lärande"
"918G13",7.5,"Arrangering - redskapen vid musikskapande"
"XPEA14",7.5,"Kommunikation och samtalsmetodik.5p"
"HSKA09",7.5,"Svensk och jämförande politik"
"XPEA13",15.0,"Vuxenpedagogik"
"TATA42",6.0,"Envariabelanalys 2"
"TMTS06",6.0,"Vetenskapsteori och forskningsmetodik"
"TMKT47",6.0,"Konstruktionsmetodik och analys"
"TMKT44",8.0,"CAD i designprocessen"
"XPEA12",15.0,"Vuxenpedagogik"
"TATA41",6.0,"Envariabelanalys 1"
"TMKT43",6.0,"Produktdesign"
"739G01",30.0,"Tvärmedial gestaltning och samtidskonst. fortsättningskurs"
"739G04",7.5,"Online Research & Communication"
"739G05",15.0,"Information Retrieval and 'New New Media'"
"739G07",30.0,"Visuell kultur. grundkurs"
"739G08",30.0,"Utställningen som medium"
"739G09",15.0,"Projektblock 2. Kunskaps- och medieproduktion som praktik"
"TATA45",6.0,"Komplex analys"
"XPEA11",7.5,"Lärande och förändringar i organisationer. 5p"
"940A01",15.0,"Vuxnas lärande. fortsättningskurs. avancerad nivå"
"LXHIA1",15.0,"Svensk och nordisk historia"
"9SH321",15.0,"Svenska samhällsförhållanden 2 (16-30 hp)"
"TMTR13",9.0,"Projektkurs Gitarr II"
"9TX221",15.0,"Sömnad och konstruktion (16-30hp)"
"9TX222",15.0,"Inriktning Textilslöjd. Sömnad och konstruktion (16-30 hp)"
"TDDB13",7.5,"Människa - datorinteraktion"
"TMTR10",7.5,"Träteknik"
"TDDB11",7.5,"Imperativa programspråk"
"L7AA40",0.0,"Informationsteknik"
"TMTR11",7.5,"Möbelindustriella material och tillverkningstekniker"
"HSNB15",10.5,"Livsvillkor - hälsa - identitet"
"TMAL04",18.0,"Flygteknisk projektkurs"
"TMTR16",7.5,"Projektkurs Gitarr III"
"LSENC1",30.0,"Språk och litteratur (41-60)"
"9DAA11",15.0,"Datavetenskap (61-75 hp)"
"TMAL02",6.0,"Flyglära"
"TMTR17",15.0,"Träteknisk projektkurs"
"NMAC12",7.5,"Sannolikhetsteori. fortsättningskurs"
"NMAC13",15.0,"Statistisk teori. fortsättningskurs"
"TMTR14",7.5,"Design och dokumentationsverktyg II"
"NMAC15",7.5,"Numerisk lineär algebra och optimering"
"8KVA02",7.5,"Fysiologi. patofysiologi och klinisk farmakologi inom kirurgisk vård"
"761G22",1.5,"Studieteknik och ämnesorientering - T2"
"761G21",3.0,"Projektarbete - T2"
"8KVA01",7.5,"Avancerad kirurgisk vård"
"761G26",30.0,"Behörighetsgivande kurs i svenska. termin 2 (lokala sökande)"
"761G25",30.0,"Behörighetsgivande kurs i svenska. termin 1 (lokala sökande)"
"761G24",60.0,"Behörighetsgivande kurs i svenska (för internationella gäststudenter)"
"LNAA24",7.5,"Skolan i tid och rum"
"8FG008",7.5,"Humanfysiologi. grundnivå"
"ETE322",4.0,"Soil Pollution and Risk"
"LGR820",15.0,"Praktisk biologi"
"LIAA27",7.5,"Barns och vuxnas livsvillkor"
"LIAA26",13.5,"Yrkesrollen II. med praktik"
"LIAA25",4.5,"Barn- och ungdomsvetenskap II"
"HFRC01",30.0,"Franska 3"
"HFRC02",15.0,"Franska 3. C-uppsats"
"LMA527",30.0,"Matematik 1"
"XPT007",30.0,"Psykoterapi 1. Individualterapi med psykodynamisk inriktn."
"LLPA75",15.0,"Organisk kemi och biokemi"
"HNKD01",22.5,"Projektblock 10. Magisterarbete. etapp II inom magisterarbete i kultur och mediegestaltning"
"HNKD03",30.0,"Projektblock 10. Magisterarbete i kultur och mediegestaltning 1"
"HNKD02",7.5,"Projektblock 10. Offentliggörande och publicering inom Magisterarbete i kultur och mediegestaltning"
"HNKD04",30.0,"Projektblock 10. Magisterarbete i kultur och mediegestaltning 2"
"LATKA1",15.0,"Världens gång-teknikens utveckling-om människans villkor. världsbilderna och vetenskaperna"
"XPT008",90.0,"Kognitiv Psykoterapi 2"
"LLPA79",15.0,"Samhällsvetenskapligt tema (11-20)"
"747G53",15.0,"Skatterätt"
"747G50",7.5,"Ägande- och nyttjanderätt till fast egendom"
"747G51",15.0,"Kredit- och obeståndsrätt"
"TND001",6.0,"Programkonstruktion"
"TND002",6.0,"Objektorienterad programmering"
"TND004",6.0,"Datastrukturer"
"713A17",6.0,"Applied Methods I"
"713A16",6.0,"Methodology in Studies of Health and Society"
"HASB01",30.0,"Allmän språkvetenskap 2"
"ETE239",7.5,"Informationshantering"
"ETE238",7.5,"Ryssland och Europa"
"TNCG20",14.0,"Introduktion till grafikprogrammering"
"ETE234",6.0,"Regler- och styrteknik"
"TNCG22",6.0,"Bildbehandling"
"ETE236",6.0,"Halvledarteknologi"
"ETE231",7.5,"Optimering i praktiken och industrin"
"ETE230",6.0,"Energianvändning i småhus ur ett samhällsperspektiv"
"ETE233",7.5,"Praktisk etologi för lärare"
"ETE232",6.0,"Datornät"
"HIIC65",7.5,"Samhällsvetenskaplig kunskapsbildning"
"HRVA05",15.0,"Religionsvetenskap A2"
"HRVA04",15.0,"Religionsvetenskap A1"
"HRVA03",30.0,"Religionsvetenskap A"
"HRVA01",30.0,"Religionsvetenskap A"
"THSP32",8.0,"Spanska Yi II"
"THSP33",3.0,"Spanska Yi III"
"LPNNA8",15.0,"Matematik för lärare II"
"9ST311",15.0,"Samhällsvetenskapligt tema. Människans villkor (1-15 hp)"
"NMAA15",9.0,"Linjär algebra"
"LPNN16",15.0,"Matematik för lärare i grundskolan 2 - Matematikens didaktik och tillämpning"
"9FY311",15.0,"Fysik (1-15 hp)"
"HSQB03",7.5,"Kommunikation. tal- och språkstörningar"
"790G52",15.0,"Religionsvetenskap Nya testamentets exegetik. fördjupningskurs"
"LPNN12",15.0,"Människan - kroppsfunktioner och hälsa"
"790G50",7.5,"Religionsvetenskap Nya testamentet icke-språkligt. fördjupningskurs"
"HIBA51",7.5,"Introduktion till datorteknik och programmering"
"TKMJ46",6.0,"Avancerad miljödriven produktutveckling"
"HYSB01",15.0,"Experimentellt arbete i eget valt material inom trä och metall"
"HYSB02",15.0,"Kulturstudier - ur ett historiskt och geografiskt perspektiv - med inriktning mot trä och metall"
"HYSB03",15.0,"Entreprenörskap. marknadsförings- och utställningsarbete. med inriktning mot trä och metall"
"790G56",7.5,"Religionsvetenskap Nya testamentets exegetik Text. kommentar samt litteraturstudium. fördjupningskurs"
"9SG201",15.0,"Samhälle och kultur 1 - Kultur- och Naturgeografiska perspektiv"
"TVMB04",7.5,"Projekt mikrobiell bioteknik"
"9SG203",15.0,"Samhälle och kultur III - Religion och makt"
"9SG202",15.0,"Samhälle och kultur II - Historiska Perspektiv"
"LKCC03",30.0,"Slöjd-textil. Fördjupningsstudier. Produkt- och uppsatsarbete"
"9SG204",15.0,"Samhälle och kultur IV - Politik. välfärd och resurser"
"LPNTC1",15.0,"Examensarbete"
"TVMB02",4.5,"Biofysik och cellsignalering"
"TNMD01",7.5,"Advanced Scientific Visualization"
"TVMB09",7.5,"Tillämpad cellbiologi"
"HGID10",7.5,"Hälso-GIS"
"TQKB60",60.0,"Examensarbete"
"9SHA11",15.0,"Välfärdsbegrepp i samhällsvetenskaperna (61-75hp)"
"745G09",6.0,"Socialt arbete; barn och ungdom"
"TBMT13",4.5,"Tekniska system i sjukvården"
"TBMT14",12.0,"Projektkurs i medicinsk teknik. CDIO"
"TBMT15",3.0,"Grundläggande signalteori"
"TBMT16",3.0,"Grundläggande signalteori"
"TBMT17",4.0,"Introduktion till medicinsk teknik"
"745G03",30.0,"Examensarbete inom socialt arbete"
"TETS34",6.0,"Hållbara logistiksystem"
"TETS37",6.0,"Grundläggande logistik"
"TETS36",6.0,"Hållbara logistiksystem"
"TETS31",6.0,"Logistikstrategier"
"TETS33",6.0,"Hållbara logistiksystem"
"745G04",30.0,"Fältförlagd praktik inom socialt arbete"
"LPNTC2",15.0,"Examensarbete i spec Människa och naturen"
"LXAA70",7.5,"Den lärande förskolan"
"TXPR30",30.0,"Master's Thesis"
"LPEDB4",15.0,"Kunskapskulturer. identitet och lärande"
"9FR211",30.0,"Franska (1-30hp)"
"TMPM01",12.0,"Projektkurs avancerad - Maskinteknik"
"TF1003",15.0,"Laboratory Project in Physics - Organic Electronics"
"TF1002",6.0,"Quantum Mechanics I"
"TF1000",3.0,"Molecular Basis of Cardiovascular Medicine"
"TF1004",7.5,"Optiska egenskaper hos halvledarbaserade nanostrukturer"
"TMQU37",4.5,"Produktionskvalitet"
"8FA144",7.5,"Fotbollsmedicin. avancerad nivå"
"LPNTC4",15.0,"Examensarbete i spec Matematik i ett skolperspektiv"
"733A28",7.5,"Implementering och utvärdering"
"733A29",7.5,"Institutionella perspektiv på policyanalys"
"TFYA59",8.0,"Vågfysik"
"TFYA58",8.0,"Fysik"
"HSAB02",30.0,"Socialantropologi 2"
"HHAA72",7.5,"Affärsrätt B"
"733A22",7.5,"Regional fallstudie"
"733A23",8.0,"Contemporary European Institutions"
"TFYA57",6.0,"Relativistisk kvantmekanik"
"733A21",7.5,"Vetenskapsteoretiska perspektiv och metoder för policyanalys"
"TFYA51",12.0,"Projektkurs i fysik. design. tillverkning och test av sensor-chip. CDIO"
"733A27",30.0,"Master Thesis"
"733A24",7.0,"Comparative European Politics"
"733A25",8.0,"Europe's Relations with the World"
"736G01",7.5,"Adoptionskunskap"
"736G03",7.5,"Att prata med barn barnperspektiv och barns perspektiv"
"736G02",7.5,"Moderskap och faderskap i det senmoderna Sverige"
"9KE221",15.0,"Organisk kemi. biokemi. verksamhetsförlagd utbildning och ämnesdidaktik (16-30hp)"
"732A43",12.0,"Data Mining and Statistical Learning"
"732A42",3.0,"Introduktion till akademiska studier på avancerad nivå"
"732A41",1.5,"Health Statistics. project"
"732A40",6.0,"Probability Theory"
"732A45",6.0,"Statistisk resultatvärdering"
"732A44",7.5,"Programming in R"
"TTIT51",30.0,"Projekttermin"
"HPSC01",30.0,"Psykologi 3"
"LKTB01",30.0,"Interkulturell pedagogik. vuxenpedagogik och folkbildning  (21-40)"
"HPSC03",30.0,"Psykologi 3"
"NDAB01",6.0,"Statistik; teori och tillämpning i biologi"
"TFFY68",7.0,"Klassisk fysik M"
"XREC29",7.5,"Att undervisa om Abrahams barn"
"TPPE88",2.0,"Innovationsteknik och praktisk företagsetablering"
"ÖSSKEC",15.0,"Examensarbete Omvårdnad. C-nivå"
"TPPE85",1.5,"The International Logistics Management Game"
"TFFY62",4.0,"Fastransformationer"
"TFFY64",6.0,"Molekylfysik"
"TPPE81",4.5,"Finansiell riskhantering"
"TFFY66",4.0,"Modern fysik M"
"HIIB33",8.0,"Datakommunikation"
"HIIB32",8.0,"Systemförvaltning"
"VME097",7.5,"Allmän forskningsmetodik II"
"HIIB30",8.0,"Användbarhet"
"HIIB37",7.5,"Ekonomiska aspekter på systemutveckling"
"HIIB36",15.0,"Systemutvecklingsprojekt i teori och praktik"
"HIIB35",30.0,"Informatik/Informations- och medievetenskap 2"
"TD2010",15.0,"Forskningsförberedande projektkurs i datavetenskap I"
"HIIB39",7.5,"Nätverk. operativsystem och säkerhet"
"HIIB38",7.5,"Internettekniker"
"VME099",7.5,"Immunologi I"
"8LOA74",7.5,"Logopedi i ett internationellt sammanhang"
"911G19",15.0,"Barnet och språket"
"911G18",15.0,"Att bedöma kunskap och lärande"
"TDTS30",7.5,"Systemkonstruktion och metodik"
"TFDB36",6.0,"Operating Systems (doktorandkurs)"
"8SLG10",30.0,"Omvårdnad och människa i utveckling. grundnivå"
"911G13",15.0,"Vuxenpedagogik. grundkurs"
"911G11",15.0,"Friluftpedagogik för vuxna"
"911G17",15.0,"Kulturpedagogik"
"911G15",15.0,"Att leda lärprocesser"
"911G14",30.0,"Vuxenpedagogik. fördjupningskurs"
"TDDI14",8.0,"Objektorienterad programmering"
"TDDI15",6.0,"Programmering och interaktivitet på WWW"
"ÖOMX02",15.0,"Omvårdnad i samband med kirurgisk vård och under komplexa situationer"
"TDDI10",7.5,"Objektorienterad programmering"
"ÖOMX05",15.0,"Examensarbete i omvårdnad med inriktning mot kirurgisk vår"
"TDDI12",7.5,"Processprogrammering. operativ- och realtidsoperativsystem"
"TDDI13",4.5,"Distribuerad inbyggd programvara och nätverk"
"9NV241",15.0,"Tematisk naturvetenskap och naturvetenskaplig didaktik (46-60)"
"9TY341",15.0,"Tyska (46-60 hp)"
"91HI17",15.0,"Historia (1-15 hp)"
"91HI11",15.0,"Historia (1-15 hp). 15hp"
"TFYY37",7.5,"Molekylfysik med elektroniska tillämpningar"
"HPTD09",3.0,"Egenterapi"
"9TVA91",15.0,"Examensarbete inom Allmänt utbildningsområde (1-15 hp)"
"9TVA92",15.0,"Examensarbete inom Allmänt utbildningsområde (16-30 hp)"
"790G16",15.0,"Religionsvetenskap - Religionshistoria uppsats. fördjupningskurs"
"LYAA43",15.0,"Zoologi; fysiologi. morfologi och systematik"
"LYAA45",30.0,"Religionsvetenskap 1"
"LYAA44",30.0,"Allmän kemi"
"790G10",15.0,"Religionsvetenskap - Religionshistoria. fortsättningskurs"
"LYAA46",7.5,"Mikrobiologi"
"LYAA48",30.0,"Engelska 2"
"LPNNF1",15.0,"Rymden. naturvetenskapen och estetiska uttrycksformer"
"746A08",6.0,"Environmental History and Challenges for the 21st Century I - Overview"
"746A09",6.0,"Environmental History and Challenges for the 21st Century II - Analytical Perspectives"
"8FHA05",7.5,"Hälsofrämjande förhållningssätt. avancerad nivå"
"746A06",7.5,"Climate Science and Policy. advanced level"
"HPPB31",12.0,"Utvecklingspsykologiska avvikelser - normalitet?"
"HPPB30",7.5,"Perspektiv på grupper i organisationer och samhälle"
"HPPB33",6.0,"Personlighetsteori"
"LGR750",52.5,"Svenska som andraspråk"
"711G02",15.0,"English Literature and Cultural Studies"
"711G03",30.0,"Engelska 3. fördjupningskurs"
"LGR755",30.0,"Samhällskunskap 2G"
"711G01",30.0,"Engelska 1. grundkurs"
"HPPB39",12.0,"Att lära och förändras i organisatoriska sammanhang"
"HPPB38",12.0,"Att arbeta med grupper-ledning. följarskap och konflikter"
"LPNIC1",15.0,"Examensarbete. med IT-inriktning på C-nivå"
"711G09",7.5,"Academic English for Master´s Students"
"LPSD03",30.0,"Svenska språket för lärare (61-80)"
"LPSD02",15.0,"Historia 4B (71-80)"
"LPSD01",15.0,"Historia 4A"
"8MM109",7.5,"Pedagogiska processer i hälso- och sjukvården del I"
"734G33",30.0,"Pedagogik 1"
"734G36",7.5,"Perspektiv på lärande"
"TGTU09",9.0,"Tekniska förutsättningar och användarkrav"
"734G34",7.5,"Pedagogisk översiktskurs"
"734G35",7.5,"Socialisation och identitetsutveckling"
"TGTU04",6.0,"Ledarskap"
"TGTU05",3.0,"Kommunikation"
"8MM103",15.0,"Examensarbete - magister/Omvårdnadsvetenskap"
"734G39",7.5,"Förändringsarbete i organisationer"
"TGTU00",1.5,"Datorkörkort"
"TGTU01",6.0,"Teknik och etik"
"TGTU02",6.0,"Språklig kommunikation"
"8MM106",15.0,"Examensarbete - magister/Sjukgymnastik"
"9GF211",15.0,"Barns utveckling och lärande i läsning. skrivning och matematik (1-15hp)"
"TTIT80",4.5,"Tema: Programmering och modellering"
"ÖFVVET",7.5,"Vetenskapsteoretiskt perspektiv på folkhälsovetenskap"
"TFYY79",6.0,"Industriell bioteknik"
"TFYY78",9.0,"Projektkurs i fysik. beräkningsfysik. CDIO"
"TFYY77",7.5,"Projektkurs i fysik. design och tillverkning av sensor-chip. CDIO"
"TFYY75",4.0,"Teknisk biologi"
"TFYY73",7.5,"Kvantkemi"
"TFYY72",4.5,"Kvantoptik"
"TFYY71",3.0,"Effekter av ytmoder: Teori och tillämpningar. fortsättningskurs"
"TFYY70",4.5,"Effekter av ytmoder: teori och tillämpningar"
"TNG050",1.5,"Introduktionskurs inför universitetsstudier"
"737A44",6.0,"Health and Illness in Humanities and Social Sciences III"
"L7AA07",15.0,"Bild. idrott och musik"
"LSSCA1",15.0,"Specialpedagogisk grundkurs (1-10)"
"LSSCA2",15.0,"Lärandemöjligheter och hinder för lärande (11-20)"
"LSSCA3",15.0,"Specialpedagogik - en introduktion (1-10)"
"LSSCA4",15.0,"Möjligheter och hinder i lärandet (11-20)"
"LSSCA5",15.0,"Specialpedagogik som kunskapsområde (1-10p)"
"L7AA01",15.0,"Läraren. kunskapen och kommunikationen"
"L7AA09",7.5,"Matematik och matematikdidaktik 1"
"L7AA08",30.0,"Svenska"
"9NB103",15.0,"Den lärande människan"
"8BMX05",15.0,"Fördjupad klinisk laboratoriemetodik"
"8BMX04",15.0,"Klinisk laboratoriemetodik"
"8BMX03",3.0,"Introduktion till klinisk laboratoriemetodik"
"8BMX02",22.5,"Biomedicinsk laboratorievetenskap och sjukdomslära"
"8BMX01",4.5,"Grundkurs i biomedicinsk laboratorievetenskap"
"9FSA21",15.0,"Praktisk filosofi (61-75hp)"
"HTTX10",15.0,"Industrisamhällets framtidsproblem"
"NMAC19",6.0,"Regressionsanalys med köteori"
"712G03",30.0,"Franska 3. fördjupningskurs"
"NBID35",6.0,"Immunological Techniques"
"TMTS37",8.0,"Verkstadsprojekt I"
"TMTS36",6.0,"Designprojekt II"
"TMTS31",12.0,"Sittmöbelkonstruktion"
"TMTS30",18.0,"Massivmöbelteknik. fk"
"712G05",30.0,"Franska. nybörjarkurs"
"NBID33",6.0,"Zoobiology"
"712G09",15.0,"Fransk kommunikation och rättskultur I. grundkurs"
"712G08",7.5,"Kommunicera på franska 1b"
"TMTS39",6.0,"Kulturvård och konservering"
"HHAA91",15.0,"Juridisk översiktskurs"
"LISTA2",15.0,"Människans värderingar (11-20)"
"732G08",7.5,"Multivariate Methods"
"732G01",7.5,"Grundläggande statistik. grundkurs"
"732G03",15.0,"Kandidatuppsats i statistik. fördjupningskurs"
"732G02",15.0,"Statistik I. grundkurs"
"732G05",7.5,"Regressions- och tidsserieanalys"
"732G04",7.5,"Surveymetodik"
"732G07",7.5,"Introduction to Generalised Linear Models (GLIM)"
"732G06",7.5,"Time Series Analysis"
"717G01",30.0,"Konstvetenskap 1. grundkurs"
"729A45",7.5,"Användbarhetstestning teori och praktik"
"729A44",7.5,"Fördjupningskurs i kvalitativa forskningsmetoder"
"717G04",30.0,"Konstvetenskap 1. grundkurs"
"717G05",6.0,"Berlins arkitektur. konst och kulturliv"
"729A40",7.5,"Användarbarhetsorienterad systemutveckling"
"716G17",30.0,"Litteraturvetenskap 3. fördjupningskurs"
"8LOG74",4.5,"Störningar i talets flyt"
"8LOG79",7.5,"Utlandsstudier inom logopedi"
"HSKC01",30.0,"Statsvetenskap 3"
"733G11",30.0,"European Integration 1"
"733G10",7.5,"Kommunen som politisk arena. grundkurs"
"733G13",6.0,"Kunskap och kommunikation"
"733G15",7.5,"Europe in the World"
"733G14",7.5,"Contemporary European Governance"
"733G17",7.5,"History of European Identity"
"733G16",7.5,"Det svenska politiska systemet"
"733G19",6.0,"Politiska system i jämförande perspektiv"
"733G18",7.5,"European Democratic Culture"
"TPMM05",6.0,"Produktionsplanering och styrning"
"NFYA02",10.0,"Fysikaliska principer och nanovetenskaplig introduktion"
"NFYA03",6.0,"Mekanik. grundkurs"
