"course_id","hp","descr"
"TPPE26",6.0,"Philosophy of Science and Research Methodology"
"NBXD30",45.0,"Examensarbete"
"HFÖD88",15.0,"Strategy - Classic and Contemporary Views"
"HFÖD89",15.0,"Strategy - Classic and Contemporary Views"
"HFÖD86",15.0,"Finansiell riskhantering - portföljvalsteori samt derivat"
"HFÖD87",15.0,"Redovisning. fördjupning"
"HFÖD84",15.0,"Independent Study in an Organisation"
"HFÖD85",15.0,"International Business and Strategy"
"HFÖD82",15.0,"Företagsstyrning"
"HFÖD83",15.0,"Strategi och internationellt företagande"
"729G72",7.5,"Interaktionsprogrammering"
"HFÖD81",15.0,"Magisteruppsats"
"8ANA08",15.0,"Examensarbete. specialistsjuksköterska (magisterexamen)"
"TBMI12",6.0,"Medicinska informationssystem"
"8ANA01",7.5,"Omvårdnad i samband med grundläggande anestesi/analgesi"
"8ANA02",7.5,"Grundläggande anestesi"
"8ANA03",15.0,"Omvårdnad i samband med anestesi/analgesi under specifika förutsättningar"
"8ANA04",7.5,"Farmakologi och patofysiologi i samband med anestesi/analgesi"
"8ANA05",7.5,"Anestesi under specifika förutsättningar"
"9NS201",15.0,"Jorden som boplats"
"9NS202",15.0,"Historiska perspektiv"
"HXPEB1",30.0,"Statlig befattningsutbildning för rektorer"
"8SGG20",30.0,"Förutsättningar för rörelse. hälsa och interaktion II. grundnivå"
"TPMM25",4.5,"Analysing and Improving Manufacturing Operations"
"TPMM22",4.5,"Affärstrategier"
"TPMM23",4.5,"Produktionsstrategier"
"TPMM20",4.5,"Manufacturing Planning and Control"
"HBID02",7.5,"Information. kunskap och vetenskap"
"HBID01",7.5,"Information. kunskap och vetenskap"
"TXMT09",6.0,"Produktmodellering"
"TXMT08",6.0,"Fluidmekanisk systemteknik"
"TSTE16",12.0,"Blandade analoga och digitala signalbehandlade system. projektkurs. CDIO"
"TXMT01",6.0,"Flyglära"
"9GF361",15.0,"Grundläggande färdigheter i matematik. (16-30hp)"
"TXMT03",6.0,"Flygplansprojektering"
"TXMT02",6.0,"Flygmekanik"
"TXMT05",6.0,"Energy Systems"
"TXMT04",6.0,"Konstruktionsmetodik och analys"
"TXMT07",6.0,"Flygplanskonstruktion"
"TXMT06",6.0,"Large Technical Systems and the Environment"
"TSTE14",6.0,"Analoga filter"
"NFYD78",7.5,"Halvledarfysik"
"NFYD74",7.5,"Partikelfysik"
"NFYD75",7.5,"Material i medicinen"
"TEGC10",4.5,"Finansiering"
"TEGC11",4.5,"Ekonomisk styrning"
"NFYD70",7.5,"Elektromagnetisk fältteori och vågutbredning"
"NFYD71",7.5,"Nya Material"
"NFYD72",7.5,"Gruppteori"
"NFYD73",7.5,"Relativitetsteori"
"TDEI17",6.0,"Ekonomiska informationssystem - ekonomiska perspektiv på IT-användning"
"TDEI14",6.0,"Internrevision och Corporate Governance Principer för kontroll. revisionskoncept och revisionsprocesser"
"TDEI13",6.0,"Affärssystem process och implementering"
"TDEI12",6.0,"Strategisk ekonomistyrning Modeller för en stärkt konkurrenskraft"
"TDEI11",5.0,"Redovisning och budgetering"
"TNKA34",7.5,"Musikvetenskap 1"
"926G04",15.0,"Människans hälsa och resursanvändning. del 2 (76-90)"
"TDEI19",6.0,"Ekonomisk styrning"
"TDEI18",4.5,"Förändringsledning och affärsprocessdesign"
"TMYT09",3.0,"Arbetsvetenskap"
"ÖFK149",30.0,"Arbetsterapi (C-nivå 41-60 p)"
"ÖFK146",7.5,"Evidensbaserad hälso- och sjukvård"
"ÖFK144",7.5,"Att utbilda patienter och deras anhöriga"
"ÖFK145",7.5,"Omvårdnadens  teoretiska grunder II"
"ÖFK142",15.0,"Omvårdnad vid palliativ vård"
"ÖFK143",7.5,"Sömn och trötthet i förhållande till aktivitet och hälsa"
"TMYT02",4.5,"Industriell ekonomi"
"ÖFK141",15.0,"Sjukgymnastik/Rörelselära inriktning mot Mekanisk Diagnos och Terapi (MDT)"
"TNKA37",7.5,"Musikvetenskap 3"
"HMXB10",15.0,"Problemuppfattningar och miljöfrågornas hantering"
"TDDC51",4.5,"Artificial Intelligence"
"948A08",7.5,"Matematiksvårigheter"
"NKEC07",7.5,"Läkemedelskemi"
"NKEC06",15.0,"Projektkurs i kemi"
"91II11",7.5,"Globala frågor i skolan. 7.5hp"
"948A01",15.0,"Specialpedagogik - kunskapsområde i forskningsfält"
"948A02",15.0,"Specialpedagogisk verksamhet"
"948A03",15.0,"Tala. läsa och skriva - möjligheter och hinder för lärande 1"
"948A04",15.0,"Tala. läsa och skriva - möjligheter och hinder för lärande 2"
"NKEC05",7.5,"Projektkurs i kemi"
"948A06",15.0,"Examensarbete"
"948A07",7.5,"Villkor för barns matematikutveckling"
"TEIO50",6.0,"Industriell projektledning"
"LPES13",15.0,"Musiskt lärande. individen i skolan och samhället"
"LPES12",15.0,"Musiskt lärande. didaktik och färdighetsträning"
"TDDA58",7.0,"Artificiell intelligens"
"9MG321",15.0,"Matematik för grundskolan 2. Matematikens didaktik och tillämpning (16-30 hp)"
"9MG322",15.0,"Inriktning Matematik för grundskolan. Matematikdidaktik och matematisk grundkurs (16-30hp)"
"ÖMBGEN",7.5,"Medical Genetics. D-nivå"
"HIRED4",7.5,"The Politics and Economics of International Relations"
"TPPE40",4.5,"Produktionslogistik"
"TSEI69",6.0,"Datorstödd elektronikkonstruktion"
"9SB302",15.0,"Samspel i förskolan"
"TNK018",6.0,"Planering av sjöfart"
"TNK019",6.0,"Farkostteknik"
"9SB307",15.0,"Leda - lärande och utveckling"
"9SB306",7.5,"Making a World of Difference"
"9SB305",7.5,"The Global Teacher in a Multicultural World"
"9SB304",7.5,"Children and Families in a World of Education"
"TNK012",4.5,"GIS - analyser"
"VME058",30.0,"Fördjupkurs i biomedicinsk labvetenskap (21-40 p)"
"TSEI63",7.5,"Telekommunikation"
"TNK011",4.5,"Geografiska informationssystem"
"TNK017",7.5,"Kommunikationssystemens omvärld"
"TNK014",7.5,"Kommunikationssysten. fördjupningskurs"
"TNK015",6.0,"Tillämpad kommunikationsoptimering"
"TDDC34",6.0,"Teknisk. ekonomisk och samhällelig utvärdering av IT-produkter"
"TDDC36",6.0,"Logik"
"TDDC37",7.5,"Programmering. Java och objektorienterad programmering"
"TDDC30",6.0,"Programmering i Java. datastrukturer och algoritmer"
"TDDC31",4.5,"Orientering i IT infrastrukturer"
"TDDC32",6.0,"Design och implementering av programmodul i Java"
"TDDC33",6.0,"Design av digitala testbara system"
"HIRED3",7.5,"Research Design and Methods"
"TDDC38",4.0,"Computation II"
"TDDC39",4.5,"Database Systems"
"VMFHV1",15.0,"Folkhälsovetenskap I"
"VMFHV3",15.0,"Folkhälsovetenskap III"
"LIGEB2",15.0,"Geografi (31-40)"
"VMFHV4",15.0,"Folkhälsovetenskap IV"
"9HI321",15.0,"Historia (16-30hp)"
"VMFHV8",30.0,"Folkhälsovetenskap IV (fristående kurs)"
"799G45",7.5,"Erasmus intensivkurs i svenska för utbytesstudenter. fortsättningsnivå"
"L9AA85",7.5,"Att planera. utveckla och utvärdera undervisning i år 4-9"
"L9AA84",12.0,"Att vara grundskollärare"
"TFTB08",7.5,"Projektarbete Biomaterial"
"TFTB09",15.0,"Bioprocessteknik"
"L9AA81",30.0,"Franska 1 G"
"THTY20",3.0,"Tyska Ii. III"
"L9AA83",60.0,"Svenska som andraspråk"
"L9AA82",30.0,"Franska 2 G"
"TFTB02",30.0,"Proteinkemi med protein Engineering"
"L9AA89",15.0,"Samhällskunskap 2 G: Ekonomi och ekonomisk politik i välfärdsstaten"
"TFTB07",7.5,"Biomaterial"
"767A18",15.0,"Aktuella perspektiv på socialt arbete"
"NBIC20",15.0,"Statistik och matematiska modeller inom biologi"
"NBIC21",15.0,"Mikrobiologi påbyggnad"
"NBIC22",15.0,"Våtmarker och rinnande vatten. ekologi och tillämpning"
"NBIC23",15.0,"Matematiska modeller i kemi och biologi"
"NBIC24",9.0,"Matematiska modeller i kemi och biologi"
"NBIC25",7.5,"Zoophysiology: Organ Systems"
"NBIC26",7.5,"Evertebratzoologi"
"NBIC27",7.5,"Mikrobiell ekologi"
"NBIC28",7.5,"Mikrobiell ekologi i hälsa och sjukdom"
"NBIC29",15.0,"Ekologi. fortsättning"
"HSPB02",30.0,"Spanska 2"
"HSPB01",30.0,"Spanska 2"
"746G28",7.5,"Internationell miljömanagement"
"746G29",7.5,"Miljöövervakning"
"LGR801",15.0,"Tematiska studier. samhällsorienterande ämnen"
"746G23",30.0,"Miljövetenskap. A1. grundläggande nivå"
"746G24",30.0,"Miljövetenskap. A2"
"746G26",7.5,"Analytisk miljökemi"
"746G27",7.5,"Industriell ekologi"
"HFRD03",30.0,"Franska 4"
"HFRD06",30.0,"Franska 4"
"HFRD07",30.0,"Franska 4"
"HFRD04",30.0,"Franska 4"
"HFRD05",15.0,"Franska 4. D-uppsats"
"8FA164",7.5,"Litteraturkurs med valbar inriktning inom sjukgymnastik. avancerad nivå"
"8FA165",7.5,"Sjukgymnastik vid neurologiska funktionshinder"
"HFÖA09",15.0,"Företag och marknad. 11-20 p"
"HFÖA08",7.5,"Grundläggande företagsekonomi 1"
"8FA161",45.0,"Forskningsförberedande kurs IIB. avancerad nivå"
"8FA162",7.5,"Vård av personer med demenssjukdom"
"HFÖA01",30.0,"Företagsekonomi 1"
"8FA168",7.5,"Diabetes och diabetesvård I"
"HFÖA06",15.0,"Företag och marknad. 1-10 p"
"TFBI03",4.5,"Djurrikets mångfald"
"TFBI02",6.0,"Fysiologi"
"TFBI07",10.5,"Genomikprojekt"
"TFBI06",4.5,"Genomik"
"TFBI04",15.0,"Molekylärbiologi"
"LXDA18",7.5,"Perspektiv på lärande i arbetslivet (6-10)"
"TNYT12",6.0,"Styr- och reglerteknik"
"TNYT14",4.5,"Programmerbara kretsar och VHDL"
"TNYT15",6.0,"Specialarbete"
"TNYT16",6.0,"Elsystem och CAD"
"735G38",19.5,"Fördjupning i diagnos och behandling avseende barn. ungdom och vuxna"
"741G04",7.5,"Människans plats på jorden i socialantropologiska perspektiv. grundkurs"
"735G31",7.5,"Introduktion till psykologin som ämne och profession"
"735G30",7.5,"Utvecklingspsykologiska grunder och teorier"
"735G33",12.0,"Arbete. hälsa och ohälsa"
"TDMM32",4.5,"Information Systems"
"735G35",7.5,"Flyktingskap och extrem traumatisering"
"TNM078",7.5,"Image Based Rendering"
"735G37",9.0,"Utvärdering av verksamheter"
"735G36",7.5,"Professionsfrågor samt klinisk handledning och konsultation"
"TXIE04",7.5,"Project Finance and Risk Management"
"TNM079",6.0,"Modellering och animering"
"TXIE05",7.5,"Negotiations. Internal and Relationship Marketing"
"9NV311",15.0,"Fysik (1-15 hp)"
"LPNTC3",15.0,"Examensarbete i spec Samhälle och kultur"
"TNKA35",7.5,"Musikvetenskap 2"
"ETE313",8.0,"Rysk grundkurs Inledning i språk. kultur och statsskick"
"ETE310",6.0,"Miljö och fysik"
"LKBA63",30.0,"Musik. ämnesteori och didaktik"
"TNKA31",3.0,"Design och estetik"
"TNKA30",6.0,"Film- och videoproduktion"
"LKBA66",7.5,"Barn- och ungdomslitteratur"
"HTVX10",15.0,"Chemistry of Natural Waters"
"MSOPB1",30.0,"Socialpedagogiskt behandlingsarbete. B-nivå"
"ETE319",6.0,"Rum- och studioakustik"
"TNKA39",12.0,"Musikproduktion och kulturell identitet"
"TNKA38",4.5,"Event- och branschkunskap"
"TXIE01",7.5,"Project Management and Project Organisation"
"960L11",15.0,"Samhälle. genus och jämställdhet. Ingår i Lärarfortbildningen"
"960L12",15.0,"Matematiksvårigheter för specialpedagoger. Ingår i Lärarfortbildningen"
"TXIE03",12.0,"Human Resource Management. International Relations. Teams and Cross-Cultural Management"
"LÄM001",15.0,"Pedagogik"
"TNM076",7.5,"Digital distribution av media"
"LÄM002",15.0,"Metodik"
"LÄM005",3.0,"Didaktiskt specialarbete"
"LÄM004",27.0,"Praktik"
"LÄM007",0.0,"Seminarieserie"
"TSFS09",6.0,"Modellering och reglering av motorer och drivlinor"
"BBL110",7.5,"Biologi för tekniskt/naturvetenskapligt basår"
"THEN91",4.0,"Communication in English for Exchange Students"
"THEN92",4.0,"Written English Communication for Exchange Students"
"THEN93",4.0,"Communication in English for Exchange Students"
"LKCA49",7.5,"Teknik. förr och nu"
"LKCA48",7.5,"Teknik och design"
"LLPA05",15.0,"Världens gång - teknikens utveckling - om människans villkor. världsbilderna och vetenskaperna"
"LLPA04",15.0,"Tvärvetenskaplig ämneskurs i matematik"
"LLPA03",15.0,"Tvärvetenskaplig ämneskurs i språk"
"LLPA02",15.0,"Kommunikation uttryck. funktioner och lärande"
"LLPA01",15.0,"Naturvetenskap som allmänbildning"
"LKCA41",30.0,"Bild. ämnesteori och didaktik"
"LKCA40",7.5,"Konst- och bildanalys i skolan inriktning år 0-7"
"LKCA43",7.5,"Dans. rytm och rörelsekommunikation"
"LKCA42",30.0,"Idrott. ämnesteori och didaktik"
"LKCA45",7.5,"Miljö- och utomhuspedagogik"
"LLPA09",15.0,"Ledarrollen. färdigheter och kommunikation"
"LLPA08",15.0,"Barnet - kroppen - uterummet"
"LKBA41",30.0,"Kompletteringskurs för hemspråkslärare"
"TNBI94",6.0,"Grundläggningsteknik"
"TNBI91",6.0,"Byggnads- och samhällsplanering"
"TNBI92",8.0,"Trä- och stålkonstruktion"
"TNBI93",4.0,"Väg- och trafikteknik"
"HNSD02",30.0,"Magisteruppsats"
"943A03",15.0,"Forskningsteorier och undersökningsmetodik"
"TDDI48",7.5,"Programmering och interaktivitet på WWW"
"TFKI30",7.5,"Yt- och kolloidkemi"
"9HIA11",15.0,"Historia (61-75hp)"
"912G16",7.5,"Skoljuridik och yrkesetik för lärare"
"912G15",7.5,"Vetenskapliga perspektiv på mobbning och antimobbningsarbete"
"912G10",7.5,"Skoljuridik och skolledaretik"
"TDDI42",12.0,"Datastrukturer. algoritmer och C++"
"LIFYA3",15.0,"Fysik (1-10)"
"HBEB56",10.5,"Projektarbete"
"LIFYA1",15.0,"Klassisk mekanik och värmelära (1-10)"
"9GE341",15.0,"Geografi (46-60hp)"
"LIFYA4",15.0,"Fysik (11-20)"
"ÖUX008",15.0,"Diabetes och diabetesvård"
"ÖUX003",7.5,"Hjärtarytmier och behandling"
"9RE321",15.0,"Religionskunskap (16-30hp)"
"HBEB58",15.0,"Studieintegrerad praktik"
"ÖUX007",15.0,"Medicinsk fotvård"
"HNAB01",30.0,"Nationalekonomi 2"
"TNYT20",1.5,"Introduktionskurs"
"8FA106",7.5,"Lärande och undervisning i hälso-och sjukvårdsutbildningar"
"8FA104",7.5,"Arbetsterapi inom äldreområdet"
"730G10",7.5,"Genus och ekonomi. grundkurs"
"730G12",7.5,"Ekonomisk samhällsanalys"
"730G14",15.0,"3V(ärldsdelar) Afrika. Asien. Latinamerika. grundkurs"
"8SNG40",30.0,"Hälsofrämjande omvårdnad av patienter och närstående"
"8FA102",7.5,"Arbetsterapi inom arbetslivsinriktad rehabilitering"
"HSAC01",30.0,"Socialantropologi 3"
"HSAC02",30.0,"Socialantropologi 3"
"HENC05",30.0,"Engelska 3. litteraturvetenskaplig inriktning"
"8FA100",7.5,"Bioteknik och läkemedel"
"HNAA08",30.0,"Nationalekonomi 1"
"HNAA09",7.5,"Ekonomisk doktrinhistoria"
"HNAA06",7.5,"Rättsekonomi"
"HNAA07",7.5,"Law and Economics"
"HNAA04",30.0,"Nationalekonomi 1"
"HNAA05",15.0,"Law and Economics"
"HNAA02",7.5,"Ekonomisk politik"
"HNAA01",30.0,"Nationalekonomi 1"
"TMHL43",6.0,"Materialmekanik och strukturoptimering"
"TMHL41",6.0,"Kontinuumsmekanik"
"TMXD15",22.5,"Examensarbete"
"TMXD10",15.0,"Examensarbete"
"HPTB02",15.0,"Människans sexualitet"
"HPTB04",10.5,"Grundläggande kunskap och kompetens inom området korttidspsykoterapi"
"HPTB05",7.5,"Fördjupningsarbete"
"HPTB06",12.0,"Den interpersonella psykoterapins teori och praktik"
"HPTB07",12.0,"Den relationella korttidspsykoterapins teori och praktik"
"HPTB08",7.5,"Integration av kunskaper och korttidsterapi"
"HPSB04",7.5,"Tonårsutveckling"
"LKTA06",7.5,"Retorik"
"HPSB06",7.5,"Grupp- och socialpsykologi"
"HPSB01",30.0,"Psykologi 2"
"HPSB03",30.0,"Psykologi 2"
"HPSB02",30.0,"Psykologi 2"
"HNXS01",7.5,"Livsvillkor-hälsa-identitet"
"711G05",15.0,"International Business English"
"722G74",15.0,"Praktik/uppsats"
"LKAA58",7.5,"Skolan som lärarutbildning"
"9PAA11",15.0,"AUO Pedagogiskt arbete. Läraren och lärarens arbete"
"LKAA51",7.5,"Children's Rights and Participation"
"LKAA52",7.5,"Swedish Society - Political. Economic.  Environmental. Social. Educational and  Cultural Issues"
"LKAA53",15.0,"Barn och musik"
"LKAA54",15.0,"IT som pedagogiskt verktyg"
"LKAA55",7.5,"Barn och ungdom med funktionshinder"
"LKAA56",15.0,"Barnet och språket"
"LKAA57",7.5,"Barn och ungdom i psykosocialt betingade svårigheter"
"LSFRC1",15.0,"Franska (Spe 41-50)"
"LGR410",30.0,"Historia 1 (G)"
"HKUD04",30.0,"Geografi 4 med kulturgeografisk inriktning"
"9SV331",15.0,"Språkbeskrivning (31-45hp)"
"TFYA05",7.5,"Projektkurs i fysik. design. tillverkning och test av sensor-chip. CDIO"
"ÖFK107",7.5,"Undersökning och behandling vid yrsel och balansrubbningar"
"XHTB01",15.0,"Barn.barndom och familj i det nutida samhället - betydelse"
"TSIT98",4.0,"Kryptoteknik"
"LPNSA8",15.0,"Den skrivande och läsande människan"
"LPNSA9",15.0,"Lärandemiljöer och verksamhetsförlagd utbildning"
"LPNSA4",15.0,"Tro och Makt"
"LPNSA5",15.0,"Leda-lärande och utveckling"
"8MMA03",7.5,"Processledarskap av verksamhet i förändring"
"LPNSA7",15.0,"Vägar till skriftspråklighet"
"8MMA05",7.5,"Hälsa. livskvalitet och funktionsförmåga som utfallsmått"
"8MMA04",7.5,"Hälsofrämjande förhållningssätt - teori och metod"
"LPNSA2",15.0,"Politik. överlevnad och välfärd"
"LPNSA3",15.0,"Jorden som boplats"
"TN1008",12.0,"Avancerad simulering och visualisering av flöden i datorgrafik"
"916G16",7.5,"Estetiska lärprocesser - musik och rörelse"
"916G17",7.5,"Laborativ matematik i skolår 4-9"
"TGTN09",6.0,"Design och användaranpassning"
"TGTN08",7.5,"Aktuella programspråk"
"TGTN07",7.5,"Strömmande medier"
"TGTN06",6.0,"Entreprenörskap och etablering av ny verksamhet"
"TGTN05",6.0,"Environmentally Adapted Transport Systems"
"TN1000",7.5,"RF Circuit and System Design"
"NMAB22",7.5,"Tekniska beräkningar. del 2"
"8BKG61",15.0,"Examensarbete. grundnivå"
"NMAB20",7.5,"Diskret matematik"
"NMAB21",7.5,"Tekniska beräkningar del 1 och Matlab"
"TFKE19",7.5,"Proteomik"
"HPGD04",15.0,"Utvärdering av pedagogiska praktiker"
"TFKE13",7.5,"Bioteknisk biokemi"
"TFKE12",7.5,"Biokemi 2"
"TFKE11",7.5,"Organisk kemi 2"
"TFKE10",4.5,"Oorganisk kemi"
"TFKE17",6.0,"Fysikalisk kemi"
"TDXD21",30.0,"Examensarbete"
"TFKE15",6.0,"Organisk kemi"
"TFFY15",12.0,"Fysik för I"
"725G56",7.0,"Verksamhetsinriktad IT-design"
"725G57",15.0,"Kandidatuppsats i informatik - inriktning IT och management"
"725G54",7.5,"Webbprogrammering - grundkurs"
"HQVC01",30.0,"Kvinnovetenskap 3"
"725G53",7.5,"Samhällsvetenskaplig metod"
"725G50",7.5,"E-tjänster i företag och samhälle"
"725G51",15.0,"IT-projekt - fördjupning"
"TFFY17",7.0,"Modern fysik Y"
"735A20",30.0,"Examensarbete i psykologi. 30 hp"
"725G58",15.0,"Kandidatuppsats i informatik - inriktning IT och projekt"
"912G24",7.5,"Skoljuridik och skolledaretik"
"720A01",30.0,"Teoretisk filosofi. avancerad kurs"
"HHID01",30.0,"Historia 4"
"TSEA70",7.0,"Signal- och bildbehandling"
"9KE211",15.0,"Allmän kemi (1-15 hp)"
"759A12",7.5,"Kommunikation med tonvikt på känsliga samtal"
"TDIU15",6.0,"Programmering i C"
"759A10",7.5,"Personal- och kompetensförsörjning"
"TDIU10",7.0,"Programmering i C"
"739A48",30.0,"Gestaltningens tekniker. former och arenor"
"739A49",30.0,"Projektarbete"
"739A42",15.0,"Gestaltningens teori och praktik"
"739A40",30.0,"Ljudkultur - Ljudlandskap och skapande av ljud. avancerad"
"739A41",60.0,"Projektarbete"
"739A46",7.5,"Produktion för immersiva medier 2. avancerad nivå"
"739A47",90.0,"Projektarbete"
"739A44",15.0,"Att arbeta i medie/kulturprojeckt"
"739A45",7.5,"Produktion för immersiva medier 1. avancerad nivå"
"TDDD59",6.0,"Interaktiva system"
"TNM086",6.0,"VR-teknik"
"TNM085",6.0,"Modelleringsprojekt"
"TNM084",6.0,"Procedurella metoder för bilder"
"TNM083",6.0,"Imagebased rendering"
"TNM082",12.0,"Agil användbarhetsutveckling för handhållna enheter"
"TNM081",6.0,"Digital distribution av media"
"TNM080",6.0,"Grafisk produktion och tryckkvalitet"
"TDDD51",6.0,"Tjänstedesign och tjänsteinnovation"
"TDDD50",4.0,"Grön IT"
"TDDD53",6.0,"Avancerad interaktionsdesign"
"TDDD52",6.0,"Webbprogrammering - grundkurs"
"TDDD55",4.0,"Kompilatorer och interpretatorer"
"TDDD54",6.0,"Designforskningsmetodik"
"TDDD57",6.0,"Fysisk interaktion och spelprogrammering"
"TNM088",6.0,"Digitala medier"
"730G66",7.5,"Marknadsanalys och reglering"
"LKFA11",7.5,"Global politik och lokala folk"
"LKFA10",7.5,"Världen och Europa"
"LKFA12",7.5,"En global och lokal miljö"
"721A29",15.0,"Bioethics. advanced course (II)"
"TATA43",8.0,"Flervariabelanalys"
"TMTR18",3.0,"Design och hantverkskonst I"
"TMTR19",3.0,"Design och hantverkskonst II"
"TATA46",6.0,"Kosmologi"
"TATA47",6.0,"Grundläggande och diskret matematik. del 1"
"TMKT40",6.0,"Introduktion till produktutveckling"
"TMKT41",7.5,"Produktdesign"
"TMTR12",7.5,"Projektkurs - möbeldesign II"
"721A20",30.0,"Master's Thesis"
"721A23",7.5,"Environmental and Animal Ethics"
"721A22",7.5,"Biomedical Ethics. advanced course"
"721A25",7.5,"Globalisation and Global Justice"
"721A24",7.5,"Social and Political Ethics"
"TMKT48",6.0,"Konstruktionsoptimering"
"TMTR15",21.0,"Träteknik. fortsättningskurs"
"8FG009",7.5,"Naturläkemedel. grundnivå"
"713A18",12.0,"Literature Review and Project Planning"
"LNAA26",7.5,"Miljöer för lärande"
"LNAA27",7.5,"Samhälle. kultur och teknik"
"LNAA20",15.0,"Fysiska resurser. överlevnad och välfärd"
"LNAA21",7.5,"Jorden som boplats"
"LNAA22",7.5,"Samhällsvetenskaplig kunskapsbildning"
"HFÖC08",30.0,"Strategy and Leadership. Business Administration 3"
"8FG001",7.5,"Allmän forskningsmetodik I. grundnivå"
"8FG003",15.0,"Examensarbete i biomedicinsk laboratorievetenskap. grundnivå"
"8FG002",7.5,"Allmän forskningsmetodik II - fortsättningskurs. grundnivå"
"8FG005",7.5,"Att handleda studenter i hälso- och sjukvårdsarbete. grundnivå"
"8FG004",15.0,"Examensarbete i omvårdnad. grundnivå"
"8FG007",7.5,"Farmakologi. grundnivå"
"8FG006",7.5,"Allmän farmakologi. grundnivå"
"TEIE09",13.0,"Ekonomistyrning"
"LPNN15",15.0,"Matematik för lärare i grundskolan 1 - Aritmetik och geometri"
"LPNN14",15.0,"Vatten - egenskaper och uppfattningar"
"THSP30",7.0,"Spanska Yi"
"TEIE06",6.0,"Integrerad företagsplanering"
"LPNN11",15.0,"Naturorientering i åldrarna 0-16 år"
"LPNN10",15.0,"Förskolans och skolans naturvetenskapliga sammanhang"
"LPNN13",15.0,"Om jordens förändringar - naturvetenskapen från urtid till framtid"
"TEIE02",4.5,"Intellectual Property Rights"
"TMTS33",6.0,"Digital ritteknik Auto-CAD"
"92SA27",15.0,"Svenska som andraspråk (16-30hp)"
"92SA21",15.0,"Svenska som andraspråk (16-30hp)"
"TAXD20",30.0,"Examensarbete"
"HFÖC01",30.0,"Företagsekonomi 3"
"HIIB09",7.5,"Geografiska informationssystem"
"TEKI02",15.0,"Kinesiska. baskurs del 2"
"TEKI01",15.0,"Kinesiska. baskurs del 1"
"NFYD64",7.5,"Fasta tillståndets fysik och ytfysik"
"TEKI09",7.5,"Kinesiska - översättning"
"9TXA21",15.0,"Textilslöjd (76-90 hp)"
"TNTL01",8.0,"Optimering. modeller och planering"
"LKDD01",30.0,"Pedagogik 4 med skolinriktning"
"HASA01",30.0,"Allmän språkvetenskap 1"
"LPNNF4",15.0,"Biologisk betraktelse av den moderna fysiken"
"LPNNF5",15.0,"Mark och vatten"
"LPNNF6",15.0,"Ljus och ljud"
"LPNNF7",15.0,"Samspel i naturen"
"TSTE30",7.5,"Analog konstruktion"
"LPNNF2",15.0,"Människan - kroppsfunktioner och hälsa"
"LPNNF3",15.0,"Fysik och kemi i vardagen"
"TSTE80",4.5,"Analoga och tidsdiskreta integrerade kretsar"
"HIIB01",30.0,"Informatik/Informationssystem 2"
"716G18",7.5,"Skräcklitteratur"
"LXPA11",15.0,"Läraren och lärarens arbete"
"9ST221",15.0,"Människans värderingar (16-30hp)"
"HHAA93",15.0,"Juridisk översiktskurs med inriktning mot förvaltning"
"716G11",30.0,"Litteraturvetenskap 2. fortsättningskurs"
"716G12",30.0,"Litteraturvetenskap 3. fördjupningskurs"
"716G13",30.0,"Kreativt skrivande. grundkurs"
"716G14",7.5,"Den moderna ungdomsromanen i litteraturundervisningen"
"716G15",7.5,"Astrid Lindgrens författarskap. barnen. naturen och traditionen"
"716G16",30.0,"Litteraturvetenskap 2. fortsättningskurs"
"729G08",6.0,"Lingvistik"
"TPMM02",1.5,"Industriföretaget"
"TPMM03",1.5,"Industriföretaget"
"FFR008",30.0,"Franska 2"
"TSTE86",6.0,"Digitala integrerade kretsar"
"TPMM06",6.0,"Analysing and Improving Manufacturing Operations"
"729G07",6.0,"Kvalitativa forskningsmetoder"
"729G06",6.0,"Programmering och logik"
"ÖMÄNSA",15.0,"Människa och samhälle. A-nivå"
"HTFC01",30.0,"Teoretisk filosofi 3 med vetenskapsteoretisk inriktning"
"9MGA31",15.0,"Specialisering Matematik för grundskolan. Examensarbete inom matematik för grundskolan (forskningskonsumtion) (76-90 hp)"
"ÖSGYT3",30.0,"Termin 3 sjukgymnastutbildningen"
"739G26",6.0,"3D/Animation"
"718G04",7.5,"Feministisk filosofi. grundkurs"
"TAUSK2",0.0,"Närvaro vid examensarbete (auskultation)"
"TAUSK3",0.0,"Närvaro vid examensarbete (auskultation)"
"TAUSK1",0.0,"Närvaro vid examensarbete (auskultation)"
"739G24",15.0,"Projektblock 1. Introduktion till kunskaps- och medieproduktion som praktik"
"718G06",7.5,"Filosofisk Klassiker - Platon"
"TMTS38",12.0,"Möbelhantverkets tekniker"
"718G01",30.0,"Praktisk filosofi. grundkurs"
"MSPRA1",15.0,"Socialt arbete som praktik-. kunskaps- och forskningsområde"
"739G20",15.0,"Kandidatarbete i kultur och mediegestaltning. Tilläggsprojekt"
"HSFAC1",30.0,"Fältförlagd praktik inom socialt arbete"
"718G02",30.0,"Praktisk filosofi 2. fortsättningskurs"
"714G12",15.0,"Svenska språket och samhället. grundkurs"
"TXMT21",6.0,"Building Energy Systems"
"714G11",7.5,"ORD-kurs 2. Ortnamn. runor. dialekter. Runor"
"714G16",7.5,"ORD-kurs 3. Ortnamn. runor. dialekter. Dialekter"
"714G14",15.0,"Svenska språket och samhället"
"714G19",15.0,"Svenska för utländska studenter. grundkurs"
